sampleid	purity	PC	PoP	Euploidy	pl.tumor	pl.overall	%amp	%del	%del.loh	%cn.loh
TCGA.C5.A2M1.01A	0.7	0.498	0.238	2	1.89	1.92	0.13	0.369	0.0369	0.0657
TCGA.C5.A2M2.01A	0.95	0.493	0.136	2	2.05	2.04	0.219	0.274	0.00311	0.0311
TCGA.C5.A3HD.01B	0.92	0.458	0.0608	2	1.88	1.89	0.141	0.317	0.0174	0.00348
TCGA.C5.A3HE.01A	0.63	0.171	0.05	2	1.99	1.99	0.0569	0.114	0	0.00853
TCGA.C5.A3HF.01A	0.09	0.513	0.932	2	2.46	2.04	0.318	0.194	0.249	0.0757
TCGA.C5.A3HL.01A	0.64	0.527	0.0141	2	2.06	2.04	0.317	0.21	0.00557	0
TCGA.C5.A7CG.01A	0.22	0.738	0.146	2	1.57	1.9	0.167	0.571	0.0427	0.00928
TCGA.C5.A7CH.01A	0.8	0.545	0.361	4	4.2	4.16	0.265	0.28	0	0
TCGA.C5.A7CJ.01A	0.43	0.279	0.146	2	2.06	2.03	0.153	0.126	0.00924	0.0148
TCGA.C5.A7CK.01A	0.55	0.564	0.188	2	2.09	2.05	0.226	0.338	0.024	0.01
TCGA.C5.A7CL.01A	0.57	0.477	0.195	2	1.98	1.99	0.234	0.242	0	0
TCGA.C5.A7CM.01A	0.72	0.621	0.158	2	1.93	1.95	0.262	0.358	0.0245	0.0664
TCGA.C5.A7CO.01A	0.82	0.538	0.445	4	3.65	3.71	0.0709	0.467	0	0
TCGA.C5.A7UC.01A	0.8	0.412	0.121	2	1.99	1.99	0.158	0.254	0.0385	0
TCGA.C5.A7UE.01A	0.63	0.345	0.0412	2	2.05	2.03	0.146	0.199	0.00355	0
TCGA.C5.A7UH.01A	0.76	0.57	0.518	4	3.98	3.98	0.217	0.352	0	0
TCGA.C5.A7UI.01A	0.53	0.48	0.395	2	1.94	1.97	0.188	0.292	0.0547	0.094
TCGA.C5.A7X3.01A	0.31	0.379	0.595	4	3.99	4	0.117	0.263	0.00584	0.00389
TCGA.C5.A7X5.01A	0.94	0.868	0.117	4	3.3	3.34	0.187	0.681	0	0
TCGA.C5.A7X8.01A	0.72	0.49	0.235	4	3.94	3.96	0.208	0.281	0	0
TCGA.C5.A7XC.01A	0.61	0.29	0.252	2	1.96	1.98	0.123	0.167	0.0345	0.0115
TCGA.C5.A8XH.01A	0.61	0.447	0.229	2	2.18	2.11	0.309	0.139	0	0.0264
TCGA.C5.A8XI.01A	0.69	0.363	0.323	2	2.18	2.12	0.202	0.161	0	0.024
TCGA.C5.A8XJ.01A	0.69	0.658	0.078	2	1.86	1.91	0.177	0.481	0.0106	0.0248
TCGA.C5.A8XK.01A	0.74	0.405	0.288	2	1.87	1.9	0.132	0.273	0.0686	0.0463
TCGA.C5.A8YQ.01A	0.83	0.901	0.254	4	3.64	3.7	0.223	0.678	0	0
TCGA.C5.A8YR.01A	0.86	0.836	0.427	4	3.28	3.38	0.116	0.72	0	0
TCGA.C5.A8YT.01A	0.95	0.192	0	2	2	2	0.0479	0.144	0	0
TCGA.C5.A8ZZ.01A	0.71	0.377	0.0644	2	1.94	1.96	0.121	0.256	0.0143	0
TCGA.C5.A907.01A	0.61	0.301	0.575	2	2.02	2.01	0.11	0.191	0.0394	0.112
TCGA.DG.A2KH.01A	0.82	0.36	0.0125	2	1.93	1.94	0.09	0.27	0.0015	0
TCGA.DG.A2KJ.01A	0.6	0.204	0.508	2	2.26	2.16	0.184	0.0201	0	0.0371
TCGA.DG.A2KK.01A	0.88	0.299	0.169	2	1.97	1.97	0.133	0.166	0.0404	0
TCGA.DG.A2KL.01A	0.67	0.338	0.217	4	3.84	3.89	0.079	0.259	0	0
TCGA.DG.A2KM.01A	0.17	0.465	0.409	2	1.98	2	0.24	0.225	0.0788	0.0327
TCGA.DR.A0ZM.01A	0.48	0.465	0.0122	2	2.05	2.02	0.192	0.273	0.0019	0
TCGA.DS.A0VL.01A	0.77	0.449	0.0426	2	2.01	2.01	0.202	0.247	0.0174	0
TCGA.DS.A0VM.01A	0.73	0.719	0.1	2	1.99	2	0.291	0.428	0.0036	0.0126
TCGA.DS.A0VN.01A	0.87	0.269	0.0133	2	1.93	1.94	0.0596	0.21	0	0.00358
TCGA.DS.A3LQ.01A	0.72	0.543	0.117	2	2.12	2.09	0.259	0.284	0.00515	0.0275
TCGA.DS.A5RQ.01A	0.82	0.553	0.0358	2	1.92	1.93	0.203	0.351	0	0.0198
TCGA.DS.A7WF.01A	0.1	0.165	0.879	2	1.99	2	0.087	0.0779	0.101	0.0199
TCGA.DS.A7WH.01A	0.67	0.266	0.197	2	2.08	2.05	0.165	0.101	0.00583	0
TCGA.DS.A7WI.01A	0.86	0.358	0.0552	2	2.1	2.09	0.223	0.134	0.00395	0.00395
TCGA.EA.A1QS.01A	0.17	0.392	0.505	2	2.11	2.02	0.179	0.213	0.0932	0.0228
TCGA.EA.A3HQ.01A	0.85	0.492	0.386	4	4.37	4.32	0.266	0.225	0	0
TCGA.EA.A3HR.01A	0.74	0.602	0.178	2	1.95	1.96	0.223	0.379	0.0525	0.0075
TCGA.EA.A3HS.01A	0.86	0.376	0.0667	2	2.03	2.02	0.187	0.189	0.0251	0
TCGA.EA.A3HT.01A	0.74	0.161	0.26	2	2.04	2.03	0.0564	0.105	0	0.0105
TCGA.EA.A3QD.01A	0.58	0.505	0.0215	2	2.02	2.01	0.136	0.368	0	0.0031
TCGA.EA.A3QE.01A	0.25	0.234	0.161	2	1.98	1.99	0.129	0.105	0.0251	0
TCGA.EA.A3Y4.01A	0.61	0.212	0.274	2	2.05	2.03	0.0881	0.124	0	0.0409
TCGA.EA.A410.01A	0.65	0.438	0.0398	2	2.02	2.01	0.326	0.112	0	0.0174
TCGA.EA.A411.01A	0.6	0.587	0.462	4	3.61	3.76	0.204	0.383	0	0
TCGA.EA.A439.01A	0.71	0.487	0.165	2	2.08	2.06	0.2	0.287	0	0.00701
TCGA.EA.A43B.01A	0.5	0.602	0.306	4	3.98	3.99	0.243	0.359	0	0
TCGA.EA.A44S.01A	0.75	0.425	0.143	2	1.77	1.82	0.0919	0.333	0.0451	0.0121
TCGA.EA.A4BA.01A	0.8	0.226	0.048	2	2.07	2.06	0.0942	0.132	0	0
TCGA.EA.A50E.01A	0.5	0.581	0.00355	2	1.95	1.98	0.184	0.398	0	0
TCGA.EA.A556.01A	0.83	0.559	0.189	4	4.04	4.04	0.304	0.256	0	0
TCGA.EA.A5FO.01A	0.94	0.453	0.1	2	2.04	2.04	0.204	0.249	0	0.0434
TCGA.EA.A5O9.01A	0.89	0.615	0.0235	2	1.99	1.99	0.201	0.414	0	0.00542
TCGA.EA.A5ZD.01A	0.88	0.269	0.127	2	2.07	2.06	0.122	0.147	0	0
TCGA.EA.A5ZE.01A	0.74	0.536	0.163	2	2.15	2.11	0.282	0.254	0	0.0566
TCGA.EA.A5ZF.01A	0.86	0.57	0.0636	2	1.93	1.94	0.167	0.403	0.0029	0.0174
TCGA.EA.A6QX.01A	0.78	0.417	0.0752	2	1.88	1.9	0.0784	0.339	0.0141	0.0172
TCGA.EA.A78R.01A	0.37	0.312	0.182	2	1.98	1.99	0.149	0.162	0.0126	0.00211
TCGA.EA.A97N.01A	0.72	0.521	0	2	1.94	1.95	0.198	0.323	0	0
TCGA.EK.A2GZ.01A	0.55	0.404	0.156	2	2.19	2.11	0.23	0.173	0	0.0112
TCGA.EK.A2H0.01A	0.76	0.536	0.103	2	1.83	1.87	0.0975	0.438	0.0189	0.0364
TCGA.EK.A2IP.01A	0.78	0.588	0.0909	2	1.91	1.93	0.242	0.346	0.0303	0.0196
TCGA.EK.A2PG.01A	0.76	0.833	0.48	4	4.86	4.65	0.54	0.293	0	0
TCGA.EK.A2PI.01A	0.82	0.451	0.14	2	1.98	1.99	0.194	0.257	0.0261	0.00372
TCGA.EK.A2PK.01A	0.6	0.403	0.498	2	2.22	2.13	0.35	0.0533	0	0.0846
TCGA.EK.A2PL.01A	0.71	0.326	0.0919	2	1.87	1.9	0.0757	0.25	0.00176	0.0141
TCGA.EK.A2PM.01A	0.76	0.648	0.548	4	3.51	3.62	0.214	0.434	0	0
TCGA.EK.A2R7.01A	0.74	0.342	0.215	2	1.96	1.97	0.0625	0.28	0.00312	0.0234
TCGA.EK.A2R8.01A	0.61	0.239	0.691	4	3.83	3.9	0.0298	0.209	0	0
TCGA.EK.A2R9.01A	0.8	0.216	0.331	2	2.03	2.03	0.085	0.131	0.0068	0.0612
TCGA.EK.A2RA.01A	0.71	0.65	0.256	4	3.96	3.97	0.209	0.441	0	0
TCGA.EK.A2RB.01A	0.79	0.251	0.0597	2	2	2	0.122	0.129	0.015	0
TCGA.EK.A2RC.01A	0.59	0.246	0.203	2	1.89	1.94	0.0267	0.219	0.0232	0.0267
TCGA.EK.A2RD.01A	0.63	0.264	0.13	2	1.92	1.95	0.0557	0.208	0.00656	0.0115
TCGA.EK.A2RE.01A	0.86	0.211	0.153	2	1.95	1.95	0.0878	0.124	0.0323	0
TCGA.EK.A2RJ.01A	0.51	0.638	0.339	4	4.19	4.1	0.348	0.29	0	0
TCGA.EK.A2RK.01A	0.79	0.416	0.245	2	1.63	1.71	0.0161	0.4	0.102	0
TCGA.EK.A2RL.01A	0.93	0.365	0.0452	2	2.05	2.05	0.2	0.165	0.00992	0.00165
TCGA.EK.A2RN.01A	0.75	0.602	0.0165	2	1.74	1.81	0.122	0.479	0.00331	0.00165
