sampleid	purity	PC	PoP	Euploidy	pl.tumor	pl.overall	%amp	%del	%del.loh	%cn.loh
TCGA.BG.A0VW.01A	0.75	0.0586	0.171	2	1.98	1.99	0	0.0586	0.00168	0.00838
TCGA.BG.A0VX.01A	0.99	0.21	0	2	2	2	0.0882	0.122	0	0
TCGA.BG.A0VZ.01A	0.77	0.15	0	2	1.99	1.99	0.0531	0.0971	0	0
TCGA.BG.A0W1.01A	0.77	0.515	0.0353	2	2.22	2.17	0.347	0.167	0	0
TCGA.BG.A0W2.01A	0.5	0.217	0.128	2	2.09	2.04	0.143	0.0741	0	0
TCGA.BG.A0YU.01A	0.83	0.131	0.0429	2	2	2	0.0616	0.069	0.0056	0
TCGA.BG.A0YV.01A	0.9	0.382	0.296	4	3.88	3.9	0.134	0.249	0	0
TCGA.BG.A186.01A	0.81	0.308	0	2	2.02	2.01	0.157	0.151	0	0
TCGA.BG.A187.01A	0.19	0.205	0.421	2	2.19	2.04	0.0932	0.112	0.0153	0.00508
TCGA.BG.A18A.01A	0.63	0.167	0	2	2.05	2.03	0.0833	0.0833	0	0
TCGA.BG.A18B.01A	0.95	0.0424	0.37	2	2	2	0.011	0.0314	0	0.0157
TCGA.BG.A18C.01A	0.85	0.489	0.105	2	1.66	1.71	0.0668	0.422	0.0496	0.00191
TCGA.BG.A2AD.01A	0.9	0.145	0.0233	2	2	2	0.0487	0.0958	0	0.00336
TCGA.BG.A2AE.01A	0.68	0.221	0.0376	2	2	2	0.0862	0.134	0	0
TCGA.BG.A2L7.01A	0.84	0.00676	0	2	2	2	0	0.00676	0	0
TCGA.BG.A3EW.01A	0.91	0.0725	0.654	2	2.07	2.07	0.0418	0.0307	0	0.00697
TCGA.BG.A3PP.01A	0.73	0.48	0.427	4	3.72	3.8	0.128	0.352	0	0
TCGA.BK.A0C9.01A	0.78	0.513	0.108	2	2.4	2.31	0.448	0.0645	0	0.00179
TCGA.BK.A0CA.01A	0.99	0.585	0	2	1.99	1.99	0.274	0.311	0	0
TCGA.BK.A0CA.01B	0.13	0.406	0.39	2	1.99	2	0.195	0.211	0.0826	0.0422
TCGA.BK.A0CB.01A	0.12	0.0342	0.824	2	2.03	2	0.0141	0.0201	0.0101	0.0101
TCGA.BK.A0CC.01A	0.84	0.756	0.294	4	3.51	3.59	0.146	0.61	0	0
TCGA.BK.A0CC.01B	0.22	0.335	0.196	2	2.16	2.04	0.186	0.149	0.0219	0
TCGA.BK.A139.01A	0.57	0.813	0.362	4	3.63	3.79	0.284	0.529	0	0
TCGA.BK.A139.01C	0.18	0.36	0.303	2	1.95	1.99	0.169	0.191	0.0494	0.0267
TCGA.BK.A139.02A	0.72	0.837	0.486	4	3.14	3.38	0.167	0.671	0	0
TCGA.BK.A13B.01A	0.83	0.144	0.0233	2	2.08	2.06	0.0923	0.052	0	0
TCGA.BK.A13C.01A	0.91	0.22	0.104	2	2.06	2.06	0.0898	0.13	0	0.0229
TCGA.BK.A26L.01A	0.75	0.453	0.0505	2	1.8	1.85	0.049	0.404	0.0098	0.00817
TCGA.BK.A26L.01C	0.46	0.261	0.1	2	2	2	0.116	0.145	0	0.0147
TCGA.BK.A4ZD.01A	0.81	0.698	0.324	4	4.58	4.47	0.436	0.262	0	0
TCGA.BK.A56F.01A	0.67	0.416	0	2	2	2	0.151	0.265	0	0
TCGA.BK.A6W3.01A	0.76	0.238	0	2	2	2	0.118	0.12	0	0
TCGA.BK.A6W4.01A	0.61	0.329	0	2	2	2	0.163	0.166	0	0
TCGA.BS.A0TA.01A	0.41	0.145	0	2	1.99	2	0.0307	0.115	0	0
TCGA.BS.A0TC.01A	0.93	0.0542	0.341	2	2	2	0.00397	0.0503	0	0.0185
TCGA.BS.A0TD.01A	0.13	0.0426	0.72	2	1.99	2	0.00852	0.0341	0.0153	0.00681
TCGA.BS.A0TE.01A	0.66	0.774	0.151	2	1.43	1.62	0.0803	0.694	0.117	0
TCGA.BS.A0TG.01A	0.76	0.266	0.00769	2	2.04	2.03	0.109	0.158	0	0.00205
TCGA.BS.A0TI.01A	0.73	0.586	0.115	2	1.9	1.93	0.168	0.417	0.0264	0.0066
