sampleid	purity	PC	PoP	Euploidy	pl.tumor	pl.overall	%amp	%del	%del.loh	%cn.loh
TCGA.HC.7747.01A	0.66	0.0463	0	2	1.99	1.99	0	0.0463	0	0
TCGA.HC.7748.01A	0.99	0.0475	0	2	1.99	1.99	0.00593	0.0415	0	0
TCGA.HC.7752.01A	0.93	0.0843	0.0698	2	1.99	1.99	0.0529	0.0314	0.00588	0
TCGA.HC.7817.01B	0.19	0.0214	0.455	2	1.98	2	0.00194	0.0194	0.00971	0
TCGA.HC.7818.01A	0.55	0.218	0	2	1.99	2	0.072	0.146	0	0
TCGA.HC.7819.01A	0.86	0.123	0.147	2	1.96	1.96	0.0415	0.0812	0.0181	0
TCGA.HC.7820.01A	0.18	0.252	0.349	2	1.9	1.98	0.11	0.142	0.0389	0.0118
TCGA.HC.7821.01A	0.77	0.312	0.0347	2	1.88	1.91	0.0884	0.224	0.0108	0
TCGA.HC.8213.01A	0.78	0.398	0	2	1.99	1.99	0.187	0.21	0	0
TCGA.HC.8216.01A	0.37	0.511	0.426	4	3.78	3.92	0.132	0.379	0	0
TCGA.HC.8256.01A	0.55	0.206	0.037	2	2.01	2.01	0.133	0.0724	0.00762	0
TCGA.HC.8257.01A	0.72	0.092	0.082	2	1.93	1.95	0.00302	0.089	0.00754	0
TCGA.HC.8258.01A	0.99	0.122	0	2	2	2	0.067	0.0553	0	0
TCGA.HC.8258.01B	0.18	0.31	0.0486	2	1.8	1.96	0.122	0.188	0.0117	0
TCGA.HC.8259.01A	0.86	0.0385	0.0909	2	1.99	2	0.00876	0.0298	0.0035	0
TCGA.HC.8260.01A	0.14	0.193	0.548	2	2	2	0.1	0.0928	0.0464	0.0148
TCGA.HC.8261.01A	0.71	0.0373	0.0417	2	1.98	1.98	0.00933	0.028	0.00156	0
TCGA.HC.8261.01B	0.16	0.339	0.147	2	1.98	2	0.171	0.168	0.0233	0
TCGA.HC.8262.01A	0.47	0.254	0.0299	2	1.97	1.99	0.161	0.0928	0.00758	0
TCGA.HC.8264.01B	0.63	0.432	0.0329	2	1.98	1.99	0.206	0.226	0.00178	0
