sampleid	purity	PC	PoP	Euploidy	pl.tumor	pl.overall	%amp	%del	%del.loh	%cn.loh
TCGA.BH.A0B1.01A	0.75	0.472	0.274	4	3.95	3.96	0.118	0.354	0	0
TCGA.BH.A0B2.01A	0.86	0.143	0.1	2	2.09	2.08	0.0735	0.0694	0	0
TCGA.BH.A0B3.01A	0.53	0.735	0.332	4	3.62	3.8	0.136	0.598	0	0
TCGA.BH.A0B4.01A	0.56	0.43	0.253	2	2.09	2.05	0.185	0.244	0.0196	0.00357
TCGA.BH.A0B5.01A	0.65	0.342	0.276	4	3.98	3.99	0.163	0.18	0	0
TCGA.BH.A0B6.01A	0.41	0.276	0.464	4	3.97	3.99	0.0907	0.185	0	0.00197
TCGA.BH.A0B7.01A	0.19	0.544	0.429	2	1.96	1.99	0.217	0.327	0.0857	0.0657
TCGA.BH.A0B8.01A	0.82	0.417	0.0185	2	1.62	1.69	0.017	0.4	0.00772	0
TCGA.BH.A0B9.01A	0.56	0.519	0.103	2	1.84	1.91	0.146	0.374	0.0134	0.0249
TCGA.BH.A0BA.01A	0.6	0.533	0.0451	2	1.52	1.71	0.0259	0.507	0.0037	0.013
TCGA.BH.A0BC.01A	0.54	0.403	0.128	2	1.95	1.97	0.178	0.225	0.0434	0
TCGA.BH.A0BD.01A	0.66	0.22	0.0619	2	2.12	2.08	0.107	0.113	0.00973	0
TCGA.BH.A0BF.01A	0.2	0.245	0.391	2	2.18	2.04	0.124	0.121	0.0319	0.00355
TCGA.BH.A0BG.01A	0.83	0.577	0.0601	2	1.82	1.85	0.136	0.44	0.00116	0.0185
TCGA.BH.A0BJ.01A	0.96	0.1	0.716	4	4.1	4.1	0.0771	0.023	0	0
