sampleid	purity	PC	PoP	Euploidy	pl.tumor	pl.overall	%amp	%del	%del.loh	%cn.loh
TCGA.CD.5798.01A	0.13	0.147	0.623	2	2	2	0.0617	0.0851	0.0532	0.0213
TCGA.CD.5800.01A	0.54	0.702	0.424	4	4.06	4.03	0.3	0.403	0	0
TCGA.CD.5801.01A	0.18	0.39	0.363	2	2.11	2.02	0.103	0.287	0.0672	0.0109
TCGA.CD.5802.01A	0.25	0.419	0.251	2	2.28	2.07	0.298	0.122	0.0289	0
TCGA.CD.5803.01A	0.19	0.457	0.231	2	1.84	1.97	0.166	0.291	0.0579	0.00798
TCGA.CD.5804.01A	0.4	0.265	0.517	2	2.15	2.06	0.141	0.124	0.00183	0.0494
TCGA.CD.8524.01A	0.88	0.388	0.25	2	1.96	1.96	0.113	0.275	0.00658	0.0806
TCGA.CD.8525.01A	0.93	0.505	0.241	2	2.04	2.04	0.24	0.265	0.00174	0.0784
TCGA.CD.8526.01A	0.83	0.4	0.213	2	1.92	1.93	0.0921	0.308	0.00503	0.0804
TCGA.CD.8527.01A	0.56	0.141	0.875	2	2.28	2.15	0.132	0.00982	0	0
TCGA.CD.8528.01A	0.88	0.277	0.188	2	1.97	1.97	0.0582	0.219	0	0.049
TCGA.CD.8529.01A	0.76	0.281	0.224	2	1.94	1.96	0.0413	0.24	0.00992	0.0512
TCGA.CD.8530.01A	0.9	0.429	0.2	2	1.75	1.78	0.0222	0.406	0.0841	0.00159
TCGA.CD.8531.01A	0.87	0.0148	0.111	2	2	2	0.00164	0.0131	0	0.00164
TCGA.CD.8532.01A	0.91	0.00824	0	2	2	2	0.00329	0.00494	0	0
TCGA.CD.8535.01A	0.95	0.0244	0.385	2	2	2	0.0131	0.0113	0	0.00938
TCGA.CD.8536.01A	0.84	0.0365	0.19	2	2.02	2.02	0.0208	0.0156	0	0.00694
TCGA.CD.A486.01A	0.73	0.481	0.149	2	2.1	2.07	0.204	0.277	0.00163	0.0196
TCGA.CD.A487.01A	0.47	0.351	0.131	2	2.12	2.06	0.191	0.16	0	0.00474
TCGA.CD.A489.01A	0.65	0.0995	0.557	4	3.99	3.99	0.0163	0.0832	0	0
TCGA.CD.A48A.01A	0.83	0.606	0.137	2	1.88	1.9	0.167	0.439	0.0151	0.0452
TCGA.CD.A48C.01A	0.82	0.591	0.125	2	1.94	1.95	0.158	0.433	0.00284	0.0511
TCGA.CD.A4MG.01A	0.54	0.139	0.086	2	2.04	2.02	0.0567	0.0821	0	0.00149
TCGA.CD.A4MH.01A	0.59	0.58	0.0791	2	1.92	1.95	0.19	0.39	0	0.0131
TCGA.CD.A4MJ.01A	0.72	0.152	0	2	2.01	2.01	0.0358	0.116	0	0
TCGA.CG.4300.01A	0.6	0.739	0.401	4	4.18	4.11	0.381	0.358	0	0
TCGA.CG.4301.01A	0.32	0.199	0.5	2	2.24	2.08	0.146	0.0524	0.0187	0.00187
TCGA.CG.4304.01A	0.47	0.305	0.148	2	1.98	1.99	0.149	0.155	0.00409	0.00204
TCGA.CG.4305.01A	0.39	0.371	0.123	2	2.17	2.06	0.205	0.166	0	0.00207
TCGA.CG.4306.01A	0.21	0.113	0.161	2	2.02	2	0.0804	0.0329	0.00548	0.00548
TCGA.CG.4436.01A	0.65	0.401	0.315	2	2.02	2.02	0.152	0.249	0.00361	0.0253
TCGA.CG.4437.01A	0.61	0.31	0.142	2	2.05	2.03	0.18	0.129	0	0.0142
TCGA.CG.4438.01A	0.62	0.906	0.261	2	2.57	2.35	0.599	0.308	0.0104	0.141
TCGA.CG.4440.01A	0.72	0.361	0.239	2	1.93	1.95	0.0863	0.274	0.0077	0.0524
TCGA.CG.4441.01A	0.61	0.277	0.042	2	2.03	2.02	0.124	0.153	0.00388	0
